title,price,address,price_m2,rooms,toilets,direction,property_status,balconydirection,property_legal_document,apartment_type,furnishing_sell,size,apartment_feature
BÁN LỖ CĂN 9 VIEW 2PN NHÀ BAO MỚI 2.3TỶ (CÓ THỂ THƯƠNG LƯỢNG GIÁ) - 119510394,"2,3 tỷ","Tăng Nhơn Phú, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh","39,66 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,58 m²,
ĐỘC QUYỀN CÁC CĂN GIÁ TỐT 2.3 TỶ 2PN TẠI 9 VIEW CÓ HỖ TRỢ PHÁP LÝ - 119913094,"2,3 tỷ","Tăng Nhơn Phú, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh","39,66 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,58 m²,
🔥 TẦNG TRỆT CHUNG CƯ ĐÀO DUY TỪ - THÀNH THÁI - QUẬN 10 - 119913069,"4,3 tỷ","Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh","68,25 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,63 m²,
"Căn hộ 81m2 Akari, lãi suất 0%, chiết khấu đến 600tr tháng 11 bàn giao - 119062224","3,63 tỷ","Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","45,38 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,80 m²,
Căn hộ sẵn nội thất thiết kế châu âu mới bán nhanh 2tỷ695 - 119509811,"2,695 tỷ","Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","44,92 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,60 m²,
𝑻𝒂̣𝒊 𝒔𝒂𝒐 𝒏𝒆̂𝒏 𝒍𝒖̛̣𝒂 𝒄𝒉𝒐̣𝒏 𝒎𝒖𝒂 𝒏𝒈𝒂𝒚 𝒄𝒂̆𝒏 𝒉𝒐̣̂ 𝒗𝒊𝒏𝒉𝒐𝒎𝒆𝒔 ? - 119912739,"1,9 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","57,58 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,33 m²,
BÁN CĂN HỘ TẦNG TRỆT LẠI KHU EMERALD 67M² 2PN 2WC HĐMB Giá 4.45TỶ - 119912710,"4,45 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","66,42 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,67 m²,
ĐỘC QUYỀN LAVITA GARDEN 1PN 2.1TỶ FULL NT GIÁ TỐT CẦN BÁN - 117372444,"2,1 tỷ","30, 3, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh","41,18 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,51 m²,
"CHÍNH CHỦ CẦN BÁN CĂN 2PN 2.45TỶ Ở LAVITA GARDEN, THIẾT KẾ SANG TRỌNG - 119522499","2,45 tỷ","30, 3, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh","36,03 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,68 m²,
162m 3pn 2wc full nội thất cao cấp. Giá 8.3ty còn thương lượng - 118187759,"8,3 tỷ","Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","51,23 triệu/m²",3 phòng,3 phòng,Tây,Đã bàn giao,Bắc,Sổ hồng riêng,Chung cư,Nội thất cao cấp,162 m²,
"CHUNG CƯ VALEO ĐẦM SEN 72M2 , 2 PHÒNG NGỦ,CÓ SỔ HỒNG, 3,6 TỶ TL - 119912182","3,6 tỷ","Trịnh Đình Trọng, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",48 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,75 m²,
"Sunrise city 100 m2, căn góc 2pn 2wc, view đông nhà mới đẹp - 5.6 tỷ - 114212650","5,6 tỷ","Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",56 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,100 m²,
"5PN Sunrise city South, 267 m2, siêu Vip - 16 tỷ - 119912099",16 tỷ,"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","59,93 triệu/m²",5 phòng,5 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,267 m²,Căn góc
Suất nội bộ 57m2 giá full 1ty390 TẶNG 2 CHỈ VÀNG SJC - 119299166,"1,39 tỷ","Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh","24,39 triệu/m²",2 phòng,2 phòng,Tây Bắc,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,57 m²,
"Bán căn hộ Vinhomes 1PN+ đầy đủ nội thất SHR giá 1,85 tỷ Thủ Đức - 119620054","1,85 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","39,36 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,47 m²,
"Bán Căn Hộ Vinhomes Grand Part 1PN+ Full nội thất Sổ Hồng giá 1,92 tỷ - 119552446","1,92 tỷ","Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","40,85 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,47 m²,
Cần Bán Gấp Căn 2PN- 2WC CC LOVERA VISTA - 119911692,"2,3 tỷ","Đường Trịnh Quang Nghị, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh","35,38 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,65 m²,
"BÁN NHANH CĂN HỘ PEGASUITE 1, Q.8 - DT 68m2 (2PN) GIÁ TỐT VIEW ĐẸP - 119337733","3,25 tỷ","Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","47,79 triệu/m²",2 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,68 m²,
"BÁN NHANH CĂN HỘ CHUNG CƯ CELADON CITY QUẬN TÂN PHÚ,KẾ AEON MALL - 119911533",5 tỷ,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","39,37 triệu/m²",3 phòng,3 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,127 m²,
BÁN NGAY CĂN HỘ ECO GREEN 3PN GIÁ 5.4TỶ CÓ SẴN NT ĐÃ CÓ SỔ - 119911445,"5,2 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",65 triệu/m²,3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,,
"Nhỉnh 2 Tỷ - Chung Cư C1 Lý Thường Kiệt, 50m2, 2PN, Hùng Vương Plaza - 119911398","2,1 tỷ","Đường Vĩnh Viễn, Phường 7, Quận 11, Tp Hồ Chí Minh",42 triệu/m²,2 phòng,1 phòng,,Đã bàn giao,,,Chung cư,,,
Bán căn hộ dreamhome riverside 2pn 2wc 1ty4-1ty6 phường 7 quận 8 - 117689994,"1,55 tỷ","Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh",25 triệu/m²,2 phòng,2 phòng,Tây Bắc,Chưa bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,62 m²,
"Bán căn hộ Hưng vượng 2,Phú Mỹ Hưng ,Quận 7, 89m2 ,2pn 2wc ,sổ hồng - 119632789","3,98 tỷ","Tân Phong, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","44,72 triệu/m²",2 phòng,2 phòng,Nam,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,89 m²,
"B.á.n căn hộ SKY MANSION 5PN view SÔNG SÀI GÒN, Sổ Hồng - 117949096",27 tỷ,"Lê Hiến Mai, Phường Thạnh Mỹ Lợi, Quận 2, Tp Hồ Chí Minh","112,97 triệu/m²",5 phòng,4 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,239 m²,Căn góc
CĐT HƯNG THỊNH: CÒN VÀI CĂN BÁN 1PN 2.2TỶ// 2PN 2.8TỶ// 3PN 4TỶ - 119898629,"2,8 tỷ","Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",40 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,70 m²,
✅Sale CĐT- DIAMOND CENTERY - CELADON CITY CẬP NHẬT ƯU ĐÃI LỚN THÁNG 10 - 119910121,"6,3 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","65,62 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,96 m²,
"THÁNG 10 NÀY! CHỦ BẦN BÁN NHANH CĂN 2PN 4.2TỶ- NHÀ MỚI, NT MỚI - 119899209","4,2 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",56 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,,
CẬP NHẬT GIỎ HÀNG 1PN 3.1TỶ/ 2PN 3.6TỶ/ 3PN 5.2TỶ ECO GREEN - 119083576,"3,6 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",45 triệu/m²,3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,,
"bán căn hộ chung cư 44,6m sổ riêng 1ty650 - 118650418","1,65 tỷ","Đường Tân Quý, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",37 triệu/m²,1 phòng,2 phòng,Đông,Chưa bàn giao,Tây,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,44.6 m²,
BÁN LẸ CH ECO GREEN 2PN Ở QUẬN 7 71M2 4.2TỶ CÓ NT XỊN - 119896439,"4,2 tỷ","Số 4, Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","59,15 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,,
"Căn hot - Bán căn hộ Sadora Sala 2PN chỉ 7.9 tỷ, nhà full NT - 119909476","7,9 tỷ","Đường Mai Chí Thọ, Phường An Lợi Đông, Quận 2, Tp Hồ Chí Minh","89,77 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,88 m²,
"BÁN CĂN HỘ RICHMOND CITY 2PN 3,75TỶ 68M2VIEW SIÊU ĐẸP CÓ NT SẴN - 110432681","3,75 tỷ","Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","55,15 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,68 m²,
"Bán chung cư an hội 3, giá 1,8 tỉ, p 14, go vap - 117424499","1,75 tỷ","Phạm Văn Chieu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","22,44 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Đang chờ sổ,Chung cư,Nội thất đầy đủ,78 m²,
Chung Cư Tân Sơn Nhì p.14.TB.42m2. - 119909255,"2,05 tỷ","Đường Ba Vân, Phường 7, Quận Tân Bình, Tp Hồ Chí Minh","51,25 triệu/m²",1 phòng,1 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,40 m²,
Căn hộ 1PN+ S203 Rainbow Vinhomes Grand Park - 119334246,"2,2 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","42,31 triệu/m²",1 phòng,1 phòng,Đông Bắc,Đã bàn giao,Tây Nam,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,52 m²,
Empire city 2 phòng ngủ | Nhà siêu đẹp cao cấp | Cần bán gấp !!! - 119826031,"12,5 tỷ","Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Tp Hồ Chí Minh","132,98 triệu/m²",2 phòng,,Tây Nam,Đã bàn giao,Đông Bắc,Đang chờ sổ,Chung cư,Nội thất cao cấp,94 m²,
VINHOMES CENTRAL PARK 3 PHÒNG NGỦ - 119908262,11 tỷ,"208, 208 Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","107,32 triệu/m²",3 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,102.5 m²,
VINHOMES CENTRAL PARK 3PN MỚI TINH ✨️ - 119908123,"12,5 tỷ","208, 208 Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","115,10 triệu/m²",3 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,108.6 m²,
"CHÍNH CHỦ BÁN CĂN HỘ Q8 DREAM HOME PALACE 3 PHÒNG NGỦ, 2WC 2TỶ1 - 119908042","2,1 tỷ","Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","26,58 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,79 m²,
Citisoho căn góc 2pn2wc full nội thất giá 2ty300tr. - 116901401,"2,3 tỷ","Cát Lái, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh","38,33 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,60 m²,Căn góc
"Citiesto căn 2pn2wc đã có sổ có nội thất, giá 2ty070tr - 117240516","2,07 tỷ",Đường Nguyễn Thị Định,"35,08 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,59 m²,0
BÁN GẤP CĂN 2PN.2WC 75M2 HDMB- Dự án Garden Gate sát cv Gia Định - 119907836,"4,97 tỷ","số 8, Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","66,27 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,75 m²,
"BÁN NHÀ TẠI RICHMOND CITY 3PN 86M2 4.95TỶ RỘNG RÃI, GẦN TRUNG TÂM - 102341206","4,95 tỷ","Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","57,56 triệu/m²",3 phòng,3 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,86 m²,
"Bán gấp - căn hộ Sunrise City Central 147m2, 3PN, 2WC. Giá 7.6 tỷ chốt - 115160000","7,6 tỷ","Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","51,70 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,147 m²,Căn góc
"BÁN CĂN HỘ SUNRISE CITY 120M2, 3PN, FULL NỘI THẤT, 6.4TỶ THƯƠNG LƯỢNG - 115190015","6,4 tỷ","Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","53,33 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,120 m²,Căn góc
Bán căn Newton 2 phòng ngủ ĐẸP MỚI - Có HDMB - 119907682,"5,26 tỷ","Trương Quốc Dung, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","69,21 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,76 m²,
cần bán căn hộ 2PN 2WC. chung cư Garden Gate. 75m2. Gần sân bay TSN - 119907679,"4,97 tỷ","số 8, Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","66,27 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,75 m²,
"Bán Căn Hộ The Golden Star 68m2, 2pn, 2wc, full nội thất. Giá 2.9 tỷ - 119250627","2,9 tỷ","Số 72 đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh","42,65 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,68 m²,
BÁN GẤP GARDEN GATE 4.970 tỷ 2PN 2 WC GẦN SÂN BAY CV GIA ĐỊNH PHÚ NH - 119907655,"4,97 tỷ","số 8, Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","66,27 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,75 m²,
"Bán căn hộ Avila diện tích 66m, 2pn, 2wc giá bán 1,790 tỷ - 119907590","1,79 tỷ","Số 114, An Dương Vương, Phường 16, Quận 8, Tp Hồ Chí Minh","27,12 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,66 m²,
"Chuyển chỗ ở cần bán căn M-One 2pn 2wc 69,3m2 sổ hồng chính chủ - 119907488","4,29 tỷ","Số 12, Nguyễn Bỉnh Khiêm, Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh","61,90 triệu/m²",2 phòng,2 phòng,Tây Nam,Đã bàn giao,Đông Bắc,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,69.3 m²,
Siêu phẩm 3pn - py1 - có sổ - 122m2 - 3.6 tỷ - 116481447,"3,6 tỷ","33, Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","29,51 triệu/m²",3 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,122 m²,
Bán Chung cư 32m2 giá 425 Triệu SHR - 119907141,425 triệu,"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",25 triệu/m²,1 phòng,1 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,17 m²,
"Căn hô 72m2, 2 phòng ngủ,Đ Phú Thuận, P.Tân Phú, quận 7 Lh:*** - 119907106","3,95 tỷ","Đường Phú Thuận, P. Tân Phú , Quận 7, TP.HCM, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","54,86 triệu/m²",2 phòng,2 phòng,Nam,Đã bàn giao,Tây,Đang chờ sổ,Chung cư,Hoàn thiện cơ bản,72 m²,
Cực hot Studio dt lớn 34m2 Origami Full nt view đẹp Vinhomes chỉ 1ty6 - 119907081,"1,6 tỷ","Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","47,06 triệu/m²",1 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,34 m²,
SỞ HỮU 3PN 113M2 VỚI 17.5 TỶ Ở Q2 THẢO ĐIỀN BẬC NHẤT QUẬN 2 - 119906768,"17,5 tỷ","Võ Trường Toản, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh","154,87 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,113 m²,
Sunrise city north 2pn 2wc full nội thất đẹp giá .sản sổ sản chìa - 119906607,"5,7 tỷ","Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","58,76 triệu/m²",2 phòng,2 phòng,Nam,Đã bàn giao,Tây,Sổ hồng riêng,Chung cư,Nội thất cao cấp,97 m²,
Bán căn hộ chung cư Era Town Đức Khải quận 7 tp Hcm. - 119906537,"2,2 tỷ","D1, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","25,88 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,85 m²,
SỞ HỮU NGAY 3PN 120M2 VỚI 5.4 TỶ Ở D'LUSSO VIEW LM81 - 119906413,"5,4 tỷ","Nguyễn Thị Định, Phường An Phú, Quận 2, Tp Hồ Chí Minh",45 triệu/m²,3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,120 m²,
Kẹt tiền sxkd xưởng may tôi muốn bán nhanh căn 2pn 2wc cc DreamHome Q8 - 119639247,"1,75 tỷ","Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","30,70 triệu/m²",2 phòng,2 phòng,Tây Nam,Đã bàn giao,Đông Bắc,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,57 m²,
CHÍNH CHỦ BÁN 2PN 75M2 GIÁ 4 TỶ Ở D'LUSSO TRẬT TỰ AN NINH AN TOÀN - 119906316,4 tỷ,"Nguyễn Thị Định, Phường An Phú, Quận 2, Tp Hồ Chí Minh","53,33 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,75 m²,
"BÁN GẤP CĂN HỘ CHUNG CƯ SUNRISE SỔ HỒNG SẴN,NHÀ ĐẸP QUẬN 7 - 118894114","4,2 tỷ","Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","55,26 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,76 m²,
SỠ HỮU NGAY 3PN 86M2 VỚI 5 TỶ Ở RICHMOND CITY GẦN TRUNG TÂM SÀI GÒN - 119906057,5 tỷ,"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","58,14 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,86 m²,
CHỦ ĐI NƯỚC NGOÀI CẦN BÁN 2PN 73M2 4 TỶ Ở RICHMOND CITY RỘNG RÃI - 119905995,4 tỷ,"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","54,79 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,73 m²,
Bán nhanh căn 2PN giá cực tốt Masteri Thảo Điền chỉ 5.3 tỷ 65m2 - 119905993,"5,3 tỷ","Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh","81,54 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,65 m²,
BÁN CĂN 2PN 75M2 Ở ECO GREEN QUẬN 7 THIẾT KẾ HIỆN ĐẠI SANG TRỌNG - 119905800,"4,2 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",56 triệu/m²,3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,,
SỞ HỮU 3PN VỚI 3.9 TỶ Ở SAIGON RIVERSIDE Q7 VIEW SÔNG. - 119905454,"3,9 tỷ","Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","45,35 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,86 m²,
CẦN BÁN GẤP 2PN 73M2 GIÁ 2.85 TỶ Ở RIVERSIDE VIEW ĐẸP - 119905394,"2,85 tỷ","Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","39,04 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,73 m²,
2PN 72M2 CẦN BÁN GẤP 3.8 TỶ Ở MOONLIGHT RESIDENCES CĂN ĐANG CHỜ SỔ - 119905297,"3,8 tỷ","Số 102, Bình Thọ, Phường Bình Thọ, Quận Thủ Đức, Tp Hồ Chí Minh","52,78 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,,72 m²,
2PN  68M2  3.1 TỶ CẦN BÁN GẤP Ở MOONLIGHT RESIDENCES - 119905220,"3,1 tỷ","Số 102, Bình Thọ, Phường Bình Thọ, Quận Thủ Đức, Tp Hồ Chí Minh","45,59 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,68 m²,
CẦN SANG NHƯỢNG CENTUM 2PN - 118086790,3 tỷ,"Phan Chu Trinh, Phường Hiệp Phú, Quận 9, Tp Hồ Chí Minh","35,29 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,85 m²,
SIÊU PHẨM PRECIA 2PN CÓ SỔ NT CAO CẤP GIÁ 6TỶ HỖ TRỢ VAY BAO QPL - 116485741,6 tỷ,"Nguyễn Thị Định, Phường An Phú, Quận 2, Tp Hồ Chí Minh","58,82 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,102 m²,
CẦN BÁN CĂN GÓC CHUNG CƯ TECCO GREEN NEST QUẬN 12 - 117173647,"1,85 tỷ","Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","28,46 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,65 m²,
BÁN 2PN 68M2 NTCB  2.5 TỶ Ở LAVITA GARDEN VIEW NỘI KHU YÊN TĨNH - 119904810,"2,4 tỷ","30, 3, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh","35,29 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,68 m²,
Căn hộ trung tâm có sổ - 119904756,"3,1 tỷ","33, Đường Phan Huy ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","29,81 triệu/m²",2 phòng,2 phòng,Đông Bắc,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,104 m²,
BÁN CĂN HỘ CHUNG CƯ TECCO TOWN BÌNH TÂN 54M2 2PN 1TY550 - 119849480,"1,55 tỷ","Đường Nguyễn Cửu Phú, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","28,70 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,54 m²,
CHUYỂN NHƯỢNG CĂN HỘ STAR HILL PHÚ MỸ HƯNG - 119904427,"6,7 tỷ","Phường Tân Phú, Quận 7, Hồ Chí Minh, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","71,28 triệu/m²",3 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,94 m²,
CĂN HỘ Cc ĐÔNG HẢI 47m2 2PN  2WC Đ. Có Sổ - 119629346,"1,25 tỷ","Tô Ký, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","26,60 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,47 m²,
