title,price,address,price_m2,direction,property_legal_document,land_type,pty_characteristics,size,width,length
"Đất thổ cư HXH Phan Văn Hớn, XTT, Hóc Môn, 227m2, ngang 10m, 8 tỷ - 117651545","8,4 tỷ","Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh",37 triệu/m²,,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",227 m²,10 m,22.7 m
"Bán đất hẻm Kia Đông Thạnh 6-3, Hóc Môn, 108m2,ngang 6m, 1,9 tỷ. - 116808063","1,9 tỷ","Đông Thạnh 6-3, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh","17,59 triệu/m²",,Đã có sổ,Đất nông nghiệp,Chưa có thổ cư,108 m²,6 m,18 m
"KHU VIP PHÂN LÔ - HẺM 7M VƯỜN LÀI - GẦN 100M2, NGANG 5M - TIÊN XÂY MỚI - 118724473","4,9 tỷ","Đường Vườn Lài, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh",49 triệu/m²,,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",100 m²,5 m,18 m
đất khu nhà vườn bán - 114247906,"2,1 tỷ","Nguyễn Kim Cương, Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh","4,18 triệu/m²",Tây Bắc,Đã có sổ,Đất nông nghiệp,Hẻm xe hơi,502 m²,11.6 m,43 m
Lô góc 2 mặt tiền đường Vũ Giới Vĩnh Lộc A H Bình Chánh TPHCM - 119597084,6 tỷ,"Đường Vũ Giới, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh","25,86 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,232 m²,10 m,
"Đất 4x19,5 đường betong 8m thông Tô Ký vô khu dân cư hiện hữu - 116379273","3,4 tỷ","Tô Ký, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh","44,74 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,76 m²,4 m,19.5 m
Bán Đất Thổ Cư Đẹp Hẻm Xe Tải 78m3_4*19.5m  Đườngsố 8 LinhXuân ThủĐức - 119596979,"4,8 tỷ","SỐ 8, Phường Linh Xuân, Quận Thủ Đức, Tp Hồ Chí Minh","61,54 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,78 m²,4 m,19.5 m
NGAY NGÃ TƯ BỐN XÃ - HẺM OTO 6M - 4M X 19M - XD TỰ DO - 119468635,"4,9 tỷ","Đường Đình Nghi Xuân, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","64,47 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,Hẻm xe hơi,76 m²,4 m,19 m
"Đất 5,2x18 nở hậu 5,4m hẻm xe hơi khu dân cư hiện hữu 2/ Đông Thạnh 3 - 106916227",3 tỷ,"Đông Thạnh 3, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh","33,26 triệu/m²",Đông,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",90.2 m²,5.2 m,18 m
Bán đất 4x13m - 101778577,390 triệu,"Đường Tx33, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","7,50 triệu/m²",Đông Nam,3,Đất thổ cư,Hẻm xe hơi,52 m²,4 m,13 m
2880m2 mặt tiền nguyễn văn tạo ngay vổng khu công nghiệp hiệp phước - 118909088,54 tỷ,"Đường Nguyễn Văn Tạo, Xã Long Thới, Huyện Nhà Bè, Tp Hồ Chí Minh","18,75 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,2880 m²,,
BÁN ĐẤT HẺM OTO 6M - 5M X 20M - XD TỰ DO - GIÁP TÊN LỬA - 119424444,"5,35 tỷ","Đường Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","53,50 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",100 m²,5 m,20 m
"Bán đất Mặt Tiền Đường ĐHT, gần Trường Chinh, NVQ ngã 3 tham lương Q12 - 118662159",47 tỷ,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh","44,34 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",1060 m²,20 m,55 m
Bán Lô Đất Đường xe tải 33x27 Hóc Môn - 119596786,21 tỷ,"Đường Lê Thị Hà, Xã Tân Xuân, Huyện Hóc Môn, Tp Hồ Chí Minh","23,57 triệu/m²",,Đã có sổ,Đất thổ cư,,891 m²,33 m,27 m
Đất đg 23_Hiệp Bình Chánh_Thủ Đức 8x15=120m2 - 118400728,12 tỷ,"Đường số 23, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",100 triệu/m²,,Đã có sổ,Đất nền dự án,Mặt tiền,120 m²,8 m,15 m
Đất 16x20m đường xe tải TX25 khu dân cư hiện hữu - 118162426,"6,3 tỷ","Tx25, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","15,75 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",400 m²,20 m,20 m
Đất 10x22 hẻm xe tải sẹc ngắn Tân Hiệp 4 - 115549707,"5,2 tỷ","Tân Hiệp 4, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh","25,15 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,206.8 m²,10 m,22 m
Đất Mặt tiền TX14 góc 2 MT 60x50m sổ hồng riêng - 111239560,35 tỷ,"Tx14, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","11,67 triệu/m²",Tây Bắc,Đã có sổ,Đất nông nghiệp,"Mặt tiền,Hẻm xe hơi,Nở hậu",3000 m²,60 m,50 m
"Sát Q1, 200m tới UEF_6.8x18m_Hiếm, xây được hầm_Hẻm thông, kinh doanh - 119596761","12,5 tỷ","Đường Điện Biên Phủ, Phường 15, Quận Bình Thạnh, Tp Hồ Chí Minh",100 triệu/m²,,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",125 m²,6.8 m,18 m
Đất bán q2 cũ - 119596756,10 tỷ,"Đường số 3, Phường Thạnh Mỹ Lợi, Quận 2, Tp Hồ Chí Minh","133,33 triệu/m²",,Đã có sổ,Đất thổ cư,,75 m²,5 m,15 m
Đất Củ Chi mặt tiền đường tỉnh lộ 7 - 115138996,"2,95 tỷ","Tỉnh Lộ 7, Xã Thái Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh","19,67 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",150 m²,5 m,30 m
"Bán đất chính chủ,sổ hồng riêng - 119596663","2,55 tỷ","Đường Long Phước, Phường Long Phước, Quận 9, Tp Hồ Chí Minh","35,92 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,Hẻm xe hơi,71 m²,4 m,17.7 m
"Đất thạnh xuân 25, dt 60m2, giá 800tr - 119282600",800 triệu,"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","13,33 triệu/m²",,Sổ chung / công chứng vi bằng,Đất nông nghiệp,Hẻm xe hơi,60 m²,5 m,12 m
"Bán đất hẻm oto Nguyễn Duy Trinh. 52m2. 2,8 tỷ. RẼ HƠN LÔ CẠNH 80tr - 119091687","2,8 tỷ","Đường Nguyễn Duy Trinh, Phường Trường Thạnh, Quận 9, Tp Hồ Chí Minh","53,85 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,52 m²,4 m,13 m
"CỰC HOT Đất MT đường Nguyễn Xiển kề Vin Q9 200m,Đg nhựa trước nhà 12m. - 115625690","3,6 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","69,23 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",52 m²,,
Đất ở ngay Giga Mall Phạm Văn Đồng cầu Bình Lợi 72m2 Sổ Hồng chính chủ - 119596178,"6,6 tỷ","Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh","91,67 triệu/m²",,Đã có sổ,Đất thổ cư,,72 m²,5 m,14.5 m
bán đất mặt tiền - 119596148,550 triệu,"Đường Trịnh Thị Dối, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh","7,86 triệu/m²",Đông Nam,Sổ chung / công chứng vi bằng,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư 1 phần",70 m²,5 m,18 m
Bán đất ở ngay Vòng xoay Phạm Văn Đồng Kha Vạn Cân Linh Đông 60m2 SHR - 119596135,"4,2 tỷ","Đường Kha Vạn Cân, Phường Linh Đông, Quận Thủ Đức, Tp Hồ Chí Minh",70 triệu/m²,,Đã có sổ,Đất thổ cư,Hẻm xe hơi,60 m²,4 m,15 m
Đất Phạm Văn Đồng Đường 23 120m2 Sổ hồng chính chủ giá chỉ 12 tỷ - 119596097,12 tỷ,"Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",100 triệu/m²,,Đã có sổ,Đất thổ cư,Mặt tiền,120 m²,8 m,15 m
💰💰 Bán đất thổ cư 1400m mặt tiền đường Thanh Niên xã phạm văn hai. - 119001465,19 tỷ,"Đường Thanh Niên, Xã Phạm Văn Hai, Huyện Bình Chánh, Tp Hồ Chí Minh","13,57 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,1400 m²,26 m,55 m
💰💰Bán gấp đất 21000m2 mt đường Trần văn giàu.. - 116249850,200 tỷ,"Đường Trần Văn Giàu, Xã Bình Lợi, Huyện Bình Chánh, Tp Hồ Chí Minh","9,52 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,Mặt tiền,21000 m²,100 m,210 m
💰💰 Bán đất thổ cư 2150m2 mặt tiền đường Trần đại nghĩa. - 119595786,80 tỷ,"Đường Trấn Đại Nghĩa, Xã Lê Minh Xuân, Huyện Bình Chánh, Tp Hồ Chí Minh","37,21 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,2150 m²,21 m,100 m
"Bán đất khu VIP Trường Thọ, Sát XLHN, 6,2x 12m, chỉ 4,2 tỷ - 119595238","4,2 tỷ","Đường số 4, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh",60 triệu/m²,,Đã có sổ,Đất thổ cư,"Nở hậu,Thổ cư toàn bộ",70 m²,6.2 m,12 m
"Cần bán nhanh lô nhà phố đối diện công viên tại KDC Nam Long, Q9 - 119595221",9 tỷ,"Đường Liên Phường, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh","80,36 triệu/m²",Đông Bắc,Đã có sổ,Đất nền dự án,,112 m²,5 m,22.4 m
"🔷 Hướng Tây 🔷
Đất bán mặt tiền Nguyễn Văn Cự, Tân Tạo A, Q Bình Tân - 119595209",40 tỷ,"Nguyễn Văn Cự, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh","47,90 triệu/m²",Tây,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư toàn bộ",835 m²,15.2 m,59 m
Đất 10*19m góc 2 mặt tiền rạch đường  Thạnh Lộc 15 gần ngã tư ga - 113661509,"6,5 tỷ","Thạnh Lộc 15, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","33,85 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,Mặt tiền,192 m²,10 m,19 m
"ĐẤT ĐẸP NGANG HƠN 6M VUÔNG VỨC,  TRUNG TÂM HIỆP PHÚ, TPTHỦ ĐỨC - 119225986","5,95 tỷ","Đường Tân Lập 2, Phường Hiệp Phú, Quận 9, Tp Hồ Chí Minh","65,38 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,91 m²,,
"Đất 3,95x15 đường betong 6m hai sẹc Lâm Thị Hố - 116380448","3,9 tỷ","Đường Lâm Thị Hố, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","66,10 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",59 m²,3.95 m,15 m
Đất Sổ Hồng riêng 4x18 Thổ Cư 59m2 - 114641442,"1,95 tỷ","Trần Thị Bốc, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh","33,05 triệu/m²",,Đã có sổ,Đất thổ cư,Thổ cư toàn bộ,59 m²,4 m,18 m
Đất Tô Ký 14x22 Sổ Hồng Riêng 300m2 Thổ cư - 119594277,13 tỷ,"Đường Tô Ký, Xã Tân Xuân, Huyện Hóc Môn, Tp Hồ Chí Minh","43,33 triệu/m²",Tây,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",300 m²,14 m,22 m
Bán gấp đất hxh thông dt 4x18 ngay nhà hàng đông phương giá 4.4 tỷ - 116823999,"4,25 tỷ","Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh","59,03 triệu/m²",Tây,Đã có sổ,Đất thổ cư,,72 m²,4 m,18 m
Chính chủ cần bán hơn 800m2 đất đã san lấp cao ráo - 119188962,"2,1 tỷ","Đường Nguyễn Thị Đặng, Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh","2,54 triệu/m²",Tây Nam,Đã có sổ,Đất nông nghiệp,Hẻm xe hơi,828 m²,12 m,72 m
Đất Sổ Hồng 7x19M gần Gigamall Phạm Văn Đồng HBC - 104764191,"6,4 tỷ","Phạm Văn Đồng, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh","49,23 triệu/m²",Tây,Đã có sổ,Đất thổ cư,Hẻm xe hơi,130 m²,7 m,19 m
💥💥💥🏤🚛 TƯƠNG LAI THÀNH MẶT TIỀN QUỐC LỘ 1A - 161M2 (CN 126m2) - 119593762,"2,65 tỷ","Quốc Lộ 1A, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","16,46 triệu/m²",,Đã có sổ,Đất thổ cư,,161 m²,5 m,23 m
"Lô đất Chu Văn An, 5 x 16m, Xây dựng 5T giá 6.8 tỷ - 117566252","6,8 tỷ","Đường Chu Văn An, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh","88,31 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,77 m²,5 m,16 m
Bán đất quy hoạch giáo dục f14 Gò Vấp - 119593623,191 tỷ,"09, 💋 Vị Trí siêu VIP f14 Gò Vấp
Tổng diện tích 8700m2 mặt tiền đường kênh tham lương . Kế chung cư Khang Giá thông ra Emart Phan huy ích . Vị trí cực đẹp thuận tiện đi lại 
__Chức Năng_ Quy hoạch* Giáo dục hiện tại đang cho thuê 
Thích hợp xây dựng các, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","21,95 triệu/m²",Tây Bắc,Đã có sổ,Đất nông nghiệp,,8700 m²,,
"Hiếm ! Lô đất Đặng Thùy Trâm DT 6 x 16m, XD cao tầng Giá 10.3 tỷ - 117749467","10,3 tỷ","Hẻm 1 Đặng Thùy Trâm, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh","107,29 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,96 m²,6 m,16 m
"lô đất thổ cư hẻm xe hơi xã Phước Kiểng chỉ 3.,25 tỷ - 110025862","3,3 tỷ","1419, Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","41,25 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,Hẻm xe hơi,80 m²,7.3 m,11 m
LÔ ĐẤT HXH THẠNH LỘC 19 SÁT GV 4X24 NHỈNH 3TỶ - 116147133,"3,35 tỷ","Đường Thạnh Lộc 19, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","34,54 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,97 m²,4 m,24 m
Bán 95m2 đất thổ liền kề khu làng đại học - 118525195,"5,5 tỷ","Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","57,89 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",95 m²,5 m,19 m
"Cấn bán nhanh Đất 4*17m Shr, hẻm 3m gần chợ cây me bà điểm - 119593399","2,7 tỷ","Đường Đông Lân - Hưng Lân, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh","37,50 triệu/m²",,Đã có sổ,Đất thổ cư,,72 m²,4 m,18 m
Bán 96m2 đất thổ đường 20m Lê Văn Lương - 118481032,"3,8 tỷ","Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","39,58 triệu/m²",,Đã có sổ,Đất thổ cư,,96 m²,5.2 m,18 m
Đất mặt tiền Võ Thị Bàng  ngang 20mx45 (300TC) - 107512493,"6,2 tỷ","Võ Thị Bàng, Xã Phú Mỹ Hưng, Huyện Củ Chi, Tp Hồ Chí Minh","6,89 triệu/m²",,Đã có sổ,Đất nông nghiệp,Mặt tiền,900 m²,20 m,45 m
KHU PHÂN LÔ VEN SÔNG - SÁT VINHOMES - ĐƯỜNG NHỰA 8M - XÂY DỰNG TỰ DO - 118757165,"3,3 tỷ","Đường Nguyễn Xiển, Phường Trường Thạnh, Quận 9, Tp Hồ Chí Minh","58,93 triệu/m²",Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,56 m²,4 m,14 m
Hẻm 2 xe tải Nguyễn Duy Trinh vị trí trung tâm buôn bán sầm uất - 80m2 - 118755259,"3,5 tỷ","Đường Nguyễn Duy Trinh, Phường Long Trường, Quận 9, Tp Hồ Chí Minh","43,75 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Mặt tiền,Nở hậu",80 m²,7 m,11.5 m
"Đất thổ cư gần 691m2 hẻm xe tải, ngang 12m nở hậu 14m - 114422435","18,9 tỷ","Dương Công Khi, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh","27,35 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",691 m²,12 m,40 m
Bán Đất Thạnh Xuân 21(115m2) 5x23m HXh .giá rẻ - 118621642,"3,65 tỷ","Đường Thạnh Xuân 21, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","31,74 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",115 m²,5 m,23 m
"Hạ giá lô đất Dương Công Khi, Xuân Thới Thượng,Hóc Môn,85m2 giá 1tỷ350 - 116194124","1,35 tỷ","Đường Dương Công Khi, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh","15,88 triệu/m²",,Đã có sổ,Đất thổ cư,Thổ cư toàn bộ,85 m²,4 m,20 m
Bán Đất Hẻm 94 Vườn Lài. (245m)7x35m Mặt tiền xe Tải - 116857782,"10,2 tỷ","Đường Vườn Lài, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh","41,63 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",245 m²,7 m,35 m
SỐC - 64M2 ĐẤT - HXH THÔNG - TĂNG NHƠN PHÚ -  2T8 - 119215795,"2,8 tỷ","Đường Tăng Nhơn Phú, Phường Tăng Nhơn Phú B, Quận 9, Tp Hồ Chí Minh","43,75 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",64 m²,7.2 m,8.89 m
"BÁN ĐẤT 111 M2 KDC CÁN BỘ, TRẦN THỊ HÈ(GẦN NGUYỂN ẢNH THỦ), Q12 - 119321324","4,3 tỷ","Đường Trần Thị Hè, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","38,74 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,Mặt tiền,111 m²,4 m,28 m
"Bán lô đất hẻm xe tải đường Lê Đức Thọ, phường 13, quận gò vấp, dt 363 - 119592844",21 tỷ,"Đường Lê Đức Thọ, Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh","57,85 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",363 m²,10 m,36 m
"Bán đất sát mặt tiền Vườn Lài-An Phú Đông-Quận 12 DT 127,1m2 Giá 2tỷ64 - 119592651","2,64 tỷ","Đường Vườn Lài, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh",132 triệu/m²,,Đã có sổ,Đất thổ cư,Mặt tiền,20 m²,4 m,5 m
"Đất nền Việt Nhân kế bên Vinhomes Grand Park, 4x13m phân lô, Chỉ 2 tỷ - 119592648","2,95 tỷ","Đường Nguyễn Xiển, Phường Trường Thạnh, Quận 9, Tp Hồ Chí Minh","56,73 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",52 m²,,
Đất Bán 5m X 22m Sổ Riêng Nguyễn Thị Sóc - 118502467,"2,98 tỷ","XTT7, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh","26,37 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,Mặt tiền,113 m²,5 m,22.6 m
🔥🔥Bán Đất Mặt Tiền Đường 5m x 20m Gần UB Xã XTĐ GX Bùi Môn - 116893992,"3,45 tỷ","Đường Trần Văn Mười, Xã Xuân Thới Đông, Huyện Hóc Môn, Tp Hồ Chí Minh","34,50 triệu/m²",Nam,Đã có sổ,Đất thổ cư,Mặt tiền,100 m²,5 m,20 m
cần tiền bán lô đất 437m2 đất vườn shr - 119250493,790000 đ,"Tl7, Xã Thái Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh",1.807 đ/m²,Đông,Đã có sổ,Đất nông nghiệp,,437 m²,40 m,17 m
"Giá 2,7 tỷ Có 125m2 đất Tân Thông Hội. Đường nhựa số 30 - 119592322","2,699 tỷ","Đường số 30, Xã Tân Thông Hội, Huyện Củ Chi, Tp Hồ Chí Minh","21,60 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,125 m²,5 m,25 m
"Bán lô đất 124m2 góc  trong KDC Vạn Xuân, P. Tam Bình chỉ 60tr/m2 - 119592321","6,2 tỷ","Đường Tô Ngọc Vân, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh",50 triệu/m²,,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",124 m²,,
"85m2 full thổ cư, SỔ HỒNG RIÊNG, ngay chợ - 119592096",600 triệu,"Đường Hoàng Phan Thái, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh","7,06 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",85 m²,5 m,17 m
"85m2 full thổ cư, SỔ HỒNG RIÊNG, ngay chợ - 119592096",600 triệu,"Đường Hoàng Phan Thái, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh","7,06 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",85 m²,5 m,17 m
Bán đất KDc 13C greenlife siêu hot - 119592078,5 tỷ,"Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","58,82 triệu/m²",Tây,Đã có sổ,Đất thổ cư,,,5 m,17 m
"85m2 full thổ cư, SỔ HỒNG RIÊNG, ngay chợ - 119592073",600 triệu,"Đường Đinh Đức Thiện, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh","7,06 triệu/m²",,Đã có sổ,Đất thổ cư,,85 m²,,
"Bán đất nền 85m2 full thổ cư, SỔ HỒNG RIÊNG, ngay chợ - 119592058",600 triệu,"Đường Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh","7,06 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",85 m²,5 m,17 m
"Đất thổ cư 6,9*11m Huỳnh Tấn Phát Thị trấn Nhà Bb è, SHR 3 tỷ, còn TL - 119592057",3 tỷ,"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh","41,67 triệu/m²",,Đã có sổ,Đất thổ cư,,72 m²,6.9 m,11 m
"85m2 full thổ cư, SỔ HỒNG RIÊNG, ngay chợ - 119592026",600 triệu,"Đường Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh","7,06 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,85 m²,,
"Đất 4x21 đường TL37 vào 1 sẹc , nằm ngay trung tâm phường Thạnh Lộc - 119008468","3,45 tỷ","Đường Thạnh Lộc 37, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","41,07 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,84 m²,4 m,21 m
"85m2 full thổ cư, SỔ HỒNG RIÊNG, ngay chợ - 119591931",600 triệu,"Đường Hoàng Phan Thái, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh","7,06 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",85 m²,5 m,17 m
"85m2 full thổ cư, SỔ HỒNG RIÊNG, ngay chợ - 119591848",600 triệu,"Đường Đinh Đức Thiện, Xã Tân Quý Tây, Huyện Bình Chánh, Tp Hồ Chí Minh","7,06 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,85 m²,4 m,21 m
Bán Đất Đường Nguyễn Thị Ly xã Xuân Thới Sơn Huyện Hóc Môn. - 119591804,"3,5 tỷ","Đường Nguyễn Thị Ly, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","33,08 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,Mặt tiền,105.8 m²,5 m,22 m
Đất 10m X 17m_2 Sẹc Đường Trần Văn Mười 300m-Gần CV Sinh Thái Hóc Môn - 114068891,"5,15 tỷ","Trần Văn Mười, Xã Xuân Thới Đông, Huyện Hóc Môn, Tp Hồ Chí Minh","30,29 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",170 m²,10 m,17 m
🌈 Đất 5m X 27m Ấp 5 XTT-Gần Phan Văn Hớn- Chợ Đại Hải-XTT - 118472491,"2,7 tỷ","Đường Phan Văn Hớn, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh","24,55 triệu/m²",,Đã có sổ,Đất thổ cư,"Thổ cư toàn bộ,Mặt tiền",110 m²,5 m,22 m
