price,address,price_m2,rooms,toilets,direction,floors,property_legal_document,house_type,furnishing_sell,width,length,living_size,size
"1,15 tỷ",Cập nhật 3 ngày trước,"44,23 triệu/m²",2 phòng,2 phòng,,,Đang chờ sổ,"Nhà ngõ, hẻm",,,,58 m²,26 m²
4 tỷ,"Đường Nguyễn Thị Búp, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","83,33 triệu/m²",3 phòng,3 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,4 m,,,
"4,50 tỷ","Đường số 17A, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",75 triệu/m²,2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,,,
"4,50 tỷ","1, Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội","62,50 triệu/m²",3 phòng,2 phòng,Đông,3,Đang chờ sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"8,30 tỷ","Đường số 3, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","55,33 triệu/m²",5 phòng,,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,6 m,24 m,,
"7,70 tỷ","E8-E9, N12, Phường Bửu Long, Thành phố Biên Hòa, Đồng Nai","48,13 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,2,Đã có sổ,Nhà phố liền kề,Hoàn thiện cơ bản,8.4 m,,,
5 tỷ,"Đường Lê Văn Đức, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",50 triệu/m²,3 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,5 m,,,100 m²
650 triệu,"Kiệt Trần Hưng Đạo. Phường Điện Ngoc., Phường Điện Ngọc, Thị xã Điện Bàn, Quảng Nam","6,50 triệu/m²",2 phòng,1 phòng,Đông Bắc,,Giấy tờ viết tay,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,4 m,,,
"7,15 tỷ",Đường Số 49,"70,79 triệu/m²",2 phòng,,,2,Đã có sổ,Nhà phố liền kề,,5.05 m,21 m,,101 m²
"5,40 tỷ","', Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh","67,50 triệu/m²",5 phòng,5 phòng,Tây,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"17,80 tỷ","Đường Phạm Thế Hiển, Phường 7, Quận 8, Tp Hồ Chí Minh","79,82 triệu/m²",2 phòng,2 phòng,Nam,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,,,,
680 triệu,"đường, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh","8,50 triệu/m²",2 phòng,2 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,4 m,,,
"9,50 tỷ","Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",125 triệu/m²,4 phòng,3 phòng,Tây Bắc,3,Đã có sổ,"Nhà ngõ, hẻm",,4.5 m,,,
21 tỷ,"Đường Mai Dịch, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội","262,50 triệu/m²",6 phòng,6 phòng,,7,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,,,
"14,50 tỷ",Cập nhật 20 giờ trước,"84,30 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,172 m²
9 tỷ,Cập nhật 21 giờ trước,"138,46 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,65 m²
"2,49 tỷ","Đường Bạch Đằng, Phường 24, Quận Bình Thạnh, Tp Hồ Chí Minh","103,70 triệu/m²",1 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,3 m,8 m,,24 m²
"9,30 tỷ",Cập nhật 3 ngày trước,"102,20 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,91 m²
"9,30 tỷ",Cập nhật 3 ngày trước,"102,20 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,91 m²
"3,85 tỷ",Cập nhật 3 ngày trước,"96,25 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,40 m²
750 triệu,"Trần Đại Nghĩa, Phường Hòa Lợi, Thị xã Bến Cát, Bình Dương","11,54 triệu/m²",3 phòng,2 phòng,,,Đã có sổ,Nhà phố liền kề,,5 m,13.5 m,130 m²,
33 tỷ,"Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","162,08 triệu/m²",6 phòng,6 phòng,Tây Nam,4,Đã có sổ,Nhà biệt thự,Bàn giao thô,,,,
"8,50 tỷ","1A, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh","70,83 triệu/m²",3 phòng,2 phòng,Tây Nam,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,,,,
"5,30 tỷ","356/10, Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",106 triệu/m²,3 phòng,4 phòng,Đông Bắc,3,Đã có sổ,Nhà phố liền kề,Nội thất cao cấp,,,,
"7,65 tỷ","Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","109,29 triệu/m²",3 phòng,3 phòng,Bắc,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,6 m,,,
"7,50 tỷ","Đường An Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",60 triệu/m²,1 phòng,1 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",,8 m,16 m,,
"3,86 tỷ","Đường Nguyễn Thái Sơn, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh","107,22 triệu/m²",2 phòng,3 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,3 m,,,
"4,75 tỷ","Đường Nguyễn Nhữ Lãm, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh","87,96 triệu/m²",2 phòng,2 phòng,Tây Nam,2,Đã có sổ,"Nhà ngõ, hẻm",,4 m,,,
34 tỷ,"Nguyễn Hữu Huân, Phường Hàng Bài, Quận Hoàn Kiếm, Hà Nội","515,15 triệu/m²",4 phòng,5 phòng,,3,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,5 m,,,
"13,60 tỷ","Hẻm 39/4 Đường Đặng Thùy Trâm, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh",170 triệu/m²,5 phòng,6 phòng,,3,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,20 m,,
13 tỷ,"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","302,33 triệu/m²",3 phòng,3 phòng,,3,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,5.2 m,,,
"7,20 tỷ","Đường Phan Chu Trinh, Phường 2, Quận Bình Thạnh, Tp Hồ Chí Minh",180 triệu/m²,4 phòng,3 phòng,Tây Bắc,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"8,95 tỷ","Đường Dạ Nam, Phường 3, Quận 8, Tp Hồ Chí Minh","104,07 triệu/m²",6 phòng,5 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,5.1 m,,,
"26,50 tỷ","Phố Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội","220,83 triệu/m²",2 phòng,2 phòng,Bắc,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,,,
"6,79 tỷ","Đường Quang Trung, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh","104,14 triệu/m²",5 phòng,6 phòng,,3,Đã có sổ,"Nhà mặt phố, mặt tiền",,4.2 m,15 m,,
7 tỷ,"Đường Nguyễn Thị Tần, Phường 2, Quận 8, Tp Hồ Chí Minh","83,32 triệu/m²",2 phòng,1 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",,4.3 m,19.5 m,,
"12,50 tỷ","Đường Kênh 19 tháng 5B, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",125 triệu/m²,10 phòng,Nhiều hơn 6 phòng,Đông Bắc,5,Đã có sổ,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,,,,
12 tỷ,"Đường Huỳnh Văn Bánh, Phường 13, Quận Phú Nhuận, Tp Hồ Chí Minh",150 triệu/m²,6 phòng,,,4,Đã có sổ,"Nhà ngõ, hẻm",,4 m,20 m,240 m²,
12 tỷ,"Đường Huỳnh Văn Bánh, Phường 13, Quận Phú Nhuận, Tp Hồ Chí Minh",150 triệu/m²,6 phòng,,,4,Đã có sổ,"Nhà ngõ, hẻm",,4 m,20 m,240 m²,
"3,20 tỷ",Cập nhật 2 ngày trước,"35,56 triệu/m²",4 phòng,4 phòng,,,Đang chờ sổ,Nhà phố liền kề,Bàn giao thô,,,,90 m²
"16,50 tỷ","Đường Tân Mỹ, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","126,92 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,6,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,8.5 m,,,
"7,50 tỷ","Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","115,38 triệu/m²",4 phòng,5 phòng,Đông Nam,4,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,,,
"4,55 tỷ","Bùi Minh Trực, Phường 5, Quận 8, Tp Hồ Chí Minh","122,97 triệu/m²",3 phòng,3 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,3.3 m,,,
"8,09 tỷ","Đường Thống Nhất, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh","161,80 triệu/m²",4 phòng,5 phòng,,3,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,14 m,,
5 tỷ,"Đường Hưng Phú, Phường 9, Quận 8, Tp Hồ Chí Minh","83,30 triệu/m²",4 phòng,4 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,3.5 m,,,
"3,50 tỷ","DT743, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương","55,38 triệu/m²",4 phòng,4 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,4 m,,,
"1,85 tỷ","Đường Phan Huy Ích, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","88,10 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,4 m,,42 m²,
"8,70 tỷ","Ma lò , Ma Lò, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","108,75 triệu/m²",1 phòng,1 phòng,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,20 m,,
600 triệu,Cập nhật 3 ngày trước,"13,95 triệu/m²",1 phòng,1 phòng,Nam,,Giấy tờ viết tay,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,45 m²,
695 triệu,"Hẻm 95. , Đường Lê Văn Lương, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh","46,33 triệu/m²",1 phòng,1 phòng,Đông,1,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"4,45 tỷ","Đường Phùng Chí Kiên, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh","92,71 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,12 m,,48 m²
"3,70 tỷ","Đường Số 20, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","101,37 triệu/m²",2 phòng,2 phòng,Tây Nam,1,Đã có sổ,"Nhà ngõ, hẻm",,4 m,,,
17 tỷ,"Đường Cao Đức Lân, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","212,50 triệu/m²",4 phòng,5 phòng,,4,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,4 m,,,
"4,40 tỷ","Đường Âu Cơ, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh","146,67 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,2.5 m,,,
"6,90 tỷ","Đường Ba Đình, Phường 8, Quận 8, Tp Hồ Chí Minh","71,13 triệu/m²",4 phòng,3 phòng,,2,Đang chờ sổ,"Nhà ngõ, hẻm",,4.85 m,20 m,,
"2,95 tỷ","Đường Đoàn Văn Bơ, Phường 16, Quận 4, Tp Hồ Chí Minh","196,67 triệu/m²",3 phòng,3 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",,3 m,5 m,,
"4,65 tỷ",Cập nhật 3 ngày trước,"87,74 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,53 m²
4 tỷ,"Đường Tăng Bạt Hổ, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh","148,15 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,4.14 m,8 m,,27 m²
4 tỷ,"Đường Tăng Bạt Hổ, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh","148,15 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,4.14 m,8 m,,27 m²
"2,35 tỷ","Đường An Phú Đông 3, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh","43,52 triệu/m²",3 phòng,2 phòng,,,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",,4.5 m,12 m,54 m²,
"6,50 tỷ","Đường Số 14A, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","110,17 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,3.6 m,,,
"15,50 tỷ",Cập nhật 3 ngày trước,"469,70 triệu/m²",4 phòng,3 phòng,,3,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,33 m²
"7,25 tỷ","Đường Vũ Tùng, Phường 2, Quận Bình Thạnh, Tp Hồ Chí Minh","192,31 triệu/m²",4 phòng,3 phòng,Tây Bắc,,Đã có sổ,"Nhà ngõ, hẻm",,3.05 m,13.2 m,,
"3,45 tỷ",Cập nhật 1 ngày trước,"17,16 triệu/m²",3 phòng,4 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,
"3,45 tỷ","Đường Bùi Đình Tuý, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh","215,63 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,3 m,,,
"9,50 tỷ","Đường Phú Thọ Hoà, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",190 triệu/m²,3 phòng,3 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,5 m,10 m,,
"8,20 tỷ","13/9, Hẻm 13 Trần Văn Hoàng, Phường 9, Quận Tân Bình, Tp Hồ Chí Minh","130,16 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Tây Bắc,4,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,,,
"1,39 tỷ","Trương Định, Phường Phước Hưng, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu","23,17 triệu/m²",1 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,15 m,,60 m²
"3,85 tỷ","Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh","96,25 triệu/m²",6 phòng,4 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,5 m,,,
"6,50 tỷ","Nguyễn Anh Thủ, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh","116,07 triệu/m²",10 phòng,Nhiều hơn 6 phòng,,3,Đã có sổ,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,9 m,,,
"14,50 tỷ","56/5/5, Đường Văn Chung, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","120,83 triệu/m²",8 phòng,Nhiều hơn 6 phòng,Bắc,2,Đã có sổ,Nhà phố liền kề,Hoàn thiện cơ bản,,,,
"5,90 tỷ","Đường Nguyễn Thị Thập, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","103,51 triệu/m²",5 phòng,5 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,3.6 m,,,
37 tỷ,Cập nhật 3 ngày trước,"274,07 triệu/m²",10 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,135 m²
9 tỷ,"Hẻm 163 Tô Hiến Thành, Phường 13, Quận 10, Tp Hồ Chí Minh","219,73 triệu/m²",6 phòng,6 phòng,Đông Nam,6,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
710 triệu,"5M, Đường Hiệp Thành 12, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","59,17 triệu/m²",1 phòng,1 phòng,Tây Nam,2,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"4,80 tỷ","Đường Bình Thành, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",80 triệu/m²,5 phòng,5 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",,4 m,15 m,,
"10,60 tỷ","Đường Hương Lộ 2, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","88,33 triệu/m²",5 phòng,5 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,8 m,16 m,,
"3,15 tỷ","Đường số 898, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","59,43 triệu/m²",2 phòng,1 phòng,Đông Nam,,Đã có sổ,"Nhà ngõ, hẻm",,4.1 m,,,
9 tỷ,"Hẻm 163 Tô Hiến Thành, Phường 13, Quận 10, Tp Hồ Chí Minh","219,73 triệu/m²",6 phòng,6 phòng,Đông Nam,6,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
710 triệu,"5M, Đường Hiệp Thành 12, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","59,17 triệu/m²",1 phòng,1 phòng,Tây Nam,2,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"4,80 tỷ","Đường Bình Thành, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",80 triệu/m²,5 phòng,5 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",,4 m,15 m,,
"10,60 tỷ","Đường Hương Lộ 2, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","88,33 triệu/m²",5 phòng,5 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,8 m,16 m,,
"3,15 tỷ","Đường số 898, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","59,43 triệu/m²",2 phòng,1 phòng,Đông Nam,,Đã có sổ,"Nhà ngõ, hẻm",,4.1 m,,,
"3,90 tỷ","Tây Hoà 05, Xã Tây Hoà, Huyện Trảng Bom, Đồng Nai","3,90 triệu/m²",3 phòng,2 phòng,Nam,,Đã có sổ,"Nhà mặt phố, mặt tiền",,13.3 m,75 m,,
"1,80 tỷ",Cập nhật 3 ngày trước,90 triệu/m²,2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,20 m²
"3,25 tỷ",Cập nhật 3 ngày trước,"120,37 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,27 m²
"5,95 tỷ","Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","75,32 triệu/m²",4 phòng,4 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,5 m,,,
7 tỷ,"Đường Tân Hương, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",140 triệu/m²,4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,12.5 m,,50 m²
"11,50 tỷ","Đường Thành Thái, Phường 12, Quận 10, Tp Hồ Chí Minh","191,67 triệu/m²",5 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,15 m,,60 m²
"4,05 tỷ",Cập nhật 3 ngày trước,"101,25 triệu/m²",3 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,40 m²
"4,10 tỷ","Đường D2, Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương","62,12 triệu/m²",3 phòng,3 phòng,,2,Đã có sổ,Nhà phố liền kề,,4 m,17 m,,
"5,50 tỷ",Cập nhật 3 ngày trước,"91,67 triệu/m²",5 phòng,4 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,60 m²,60 m²
"5,20 tỷ",Cập nhật 3 ngày trước,"113,04 triệu/m²",3 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",,,,,46 m²
"3,30 tỷ","Đường Tân Xuân 3, Xã Tân Xuân, Huyện Hóc Môn, Tp Hồ Chí Minh",55 triệu/m²,3 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,4.5 m,,,
22 tỷ,"Phan Văn Trị, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",220 triệu/m²,6 phòng,Nhiều hơn 6 phòng,Đông Bắc,,Đã có sổ,Nhà biệt thự,,5 m,20 m,,
"5,50 tỷ","70, Đường 2B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",100 triệu/m²,2 phòng,1 phòng,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,15 m,,
"3,90 tỷ","Xóm 1, thôn Đông Lao, Xã Đông La, Huyện Hoài Đức, Hà Nội","105,98 triệu/m²",3 phòng,,,5,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,4.6 m,8.6 m,,
"6,20 tỷ",Cập nhật 3 ngày trước,"91,18 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"5,50 tỷ","70, Đường 2B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",100 triệu/m²,2 phòng,1 phòng,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,15 m,,
"3,90 tỷ","Xóm 1, thôn Đông Lao, Xã Đông La, Huyện Hoài Đức, Hà Nội","105,98 triệu/m²",3 phòng,,,5,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,4.6 m,8.6 m,,
"6,20 tỷ",Cập nhật 3 ngày trước,"91,18 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"5,90 tỷ","Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",118 triệu/m²,3 phòng,4 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,3.7 m,,,
"9,70 tỷ","Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh","121,25 triệu/m²",10 phòng,Nhiều hơn 6 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",,5 m,,256 m²,
24 tỷ,"Phố Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","133,33 triệu/m²",1 phòng,1 phòng,Tây Bắc,1,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,,,
450 triệu,"Lê Văn Khương Đường Liên Khu 4-5, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",36 triệu/m²,1 phòng,1 phòng,Tây,1,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"2,75 tỷ",Cập nhật 3 ngày trước,"171,88 triệu/m²",2 phòng,2 phòng,Đông Nam,2,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"3,25 tỷ","Đường Quang Trung, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh","152,58 triệu/m²",3 phòng,3 phòng,Nam,3,Đã có sổ,"Nhà ngõ, hẻm",,2.7 m,,,
"4,28 tỷ",Cập nhật 3 ngày trước,"71,33 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,60 m²
"2,18 tỷ","Tuệ Tĩnh, Phường Ea Tam, Thành phố Buôn Ma Thuột, Đắk Lắk","36,33 triệu/m²",2 phòng,2 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",,4 m,15 m,,
"3,88 tỷ","Đường Nguyễn Duy Cung, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh","110,86 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",,4.2 m,8.2 m,,
"14,50 tỷ","144A đường đôc lập, Đường Độc Lập, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh","164,77 triệu/m²",1 phòng,1 phòng,Nam,1,Đã có sổ,"Nhà mặt phố, mặt tiền",,5.3 m,,,
12 tỷ,Cập nhật 3 ngày trước,"545,45 triệu/m²",3 phòng,3 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,,,22 m²
"14,50 tỷ","144a, Đường Độc Lập, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh","161,11 triệu/m²",10 phòng,3 phòng,Nam,2,Đã có sổ,"Nhà mặt phố, mặt tiền",,5.3 m,,,
"8,20 tỷ","Đường Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội","234,29 triệu/m²",4 phòng,4 phòng,Đông Nam,5,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"1,95 tỷ",Cập nhật 2 ngày trước,"9,90 triệu/m²",2 phòng,,,,Đang chờ sổ,"Nhà ngõ, hẻm",,,,,197 m²
"5,50 tỷ",Cập nhật 4 giờ trước,44 triệu/m²,2 phòng,2 phòng,Tây,1,Đã có sổ,"Nhà ngõ, hẻm",,,,172.1 m²,
18 tỷ,"an phú đông 25, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh","33,33 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,7.68 m,71 m,540 m²,540 m²
"1,55 tỷ","Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",20 triệu/m²,2 phòng,1 phòng,Nam,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,,,
"1,55 tỷ","Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",20 triệu/m²,2 phòng,1 phòng,Nam,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,,,
"5,40 tỷ","Đường Lương Ngọc Quyến, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh","93,10 triệu/m²",3 phòng,2 phòng,Đông Nam,2,Đã có sổ,"Nhà ngõ, hẻm",,3.4 m,,,
