price,address,price_m2,direction,property_legal_document,commercial_type,furnishing_sell,size
500 triệu,"Đường Đặng Văn Bi, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,67 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,300 m²
250 triệu,"Đường Nguyễn Duy Trinh, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",868.055 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,288 m²
15 tỷ,"Cầu An Hạ 2, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh","9,68 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,1550 m²
"10,30 tỷ","Đường Hà Thị Khéo, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh","166,13 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,62 m²
40 tỷ,"Đường Lê Văn Việt, Phường Tăng Nhơn Phú B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","188,68 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,212 m²
28 tỷ,"Ngô Quang Thắm, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","13,11 triệu/m²",Bắc,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,2136 m²
"7,60 tỷ","Đường Phạm Đăng Giảng, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",95 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,80 m²
"16,50 tỷ","98, Đường Gò Ô Môi, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",165 triệu/m²,Bắc,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,
"19,50 tỷ","Đường P, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",150 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,130 m²
"7,90 tỷ","Mặt tiền đường Phạm Văn Đồng, Phường Hiệp Bình Chánh, Quận Thủ Đức, Thành phố Hồ Chí Minh, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","38,92 triệu/m²",,Đang chờ sổ,Shophouse,Hoàn thiện cơ bản,203 m²
60 tỷ,"446, Đường Trần Hưng Đạo, Phường 14, Quận 5, Tp Hồ Chí Minh","62,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,960 m²
"57,89 tỷ","Đường Nguyễn Ảnh Thủ, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh","94,74 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,611 m²
"17,50 tỷ","Đường Xuân Thới 2, Xã Xuân Thới Đông, Huyện Hóc Môn, Tp Hồ Chí Minh","39,41 triệu/m²",Đông Bắc,Đã có sổ,Mặt bằng kinh doanh,,444 m²
28 tỷ,"Đường Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",350 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,80 m²
25 tỷ,"Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","367,65 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,68 m²
250 triệu,"bình long, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","2,23 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,112 m²
"6,80 tỷ","Võ Thị Hết, Xã Hòa Phú, Huyện Củ Chi, Tp Hồ Chí Minh","12,93 triệu/m²",Đông Bắc,Đã có sổ,Mặt bằng kinh doanh,Bàn giao thô,526 m²
"7,49 tỷ","Đường Lũy Bán Bích, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","108,55 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,69 m²
"7,90 tỷ","Mặt tiền đường Phạm Văn Đồng, Phường Hiệp Bình Chánh, Quận Thủ Đức, Thành phố Hồ Chí Minh, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","38,73 triệu/m²",,Giấy tờ khác,Shophouse,Hoàn thiện cơ bản,204 m²
"8,40 tỷ","Mạc Đỉnh Chi, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",168 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,50 m²
"5,40 tỷ","D1, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","98,18 triệu/m²",Đông,Đang chờ sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,55 m²
"11,98 tỷ","13E, Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","22,35 triệu/m²",,Đã có sổ,Shophouse,,535.8 m²
55 tỷ,"Bình Hưng, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",275 triệu/m²,Tây,Đã có sổ,Văn phòng,Nội thất đầy đủ,200 m²
23 tỷ,"Đường Mạc Đĩnh Chi, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","410,71 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,56 m²
"7,59 tỷ","Đường 3 Tháng 2, Phường 11, Quận 10, Tp Hồ Chí Minh",253 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,30 m²
"9,30 tỷ","Đường Dương Công Khi, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh","30,49 triệu/m²",Bắc,Đã có sổ,Mặt bằng kinh doanh,,305 m²
120 tỷ,"Đường Nguyễn Bình, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","17,14 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,7000 m²
13 tỷ,"Đường Bến Than, Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh",13 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,1000 m²
26 triệu,"Tây Tây Thạnh Thạnh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",216.666 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,120 m²
120 tỷ,"Đường Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh","92,31 triệu/m²",,Giấy tờ khác,Shophouse,,1300 m²
570 triệu,"Đường số 17, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,63 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,350 m²
450 triệu,"Đường Hoàng Việt, Phường 4, Quận Tân Bình, Tp Hồ Chí Minh",1 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,450 m²
480 triệu,"Đường Tân Sơn, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh","2,40 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,200 m²
270 triệu,"Cc1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","1,35 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,200 m²
"7,80 tỷ","100, Đường Trần Hưng Đạo, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh","222,86 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,35 m²
120 tỷ,"Đường Trần Bạch Đằng, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","571,43 triệu/m²",Đông Nam,Giấy tờ khác,Shophouse,Bàn giao thô,210 m²
55 tỷ,"Đường Lạc Long Quân, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh","68,75 triệu/m²",Đông Nam,Đã có sổ,Văn phòng,Hoàn thiện cơ bản,800 m²
13 tỷ,"Đường S4, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","132,65 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,98 m²
"7,90 tỷ","Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","38,73 triệu/m²",,Giấy tờ khác,Shophouse,Hoàn thiện cơ bản,204 m²
"15,30 tỷ","Đường Lê Văn Sỹ, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",255 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,60 m²
115 tỷ,"XTS, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","8,21 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,14000 m²
16 tỷ,"Đường Thống Nhất, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",200 triệu/m²,Tây Bắc,Đã có sổ,Mặt bằng kinh doanh,,80 m²
"13,50 tỷ","Đường S11, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",135 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,100 m²
"10,40 tỷ","645, Đường Lạc Long Quân, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",208 triệu/m²,Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,50 m²
200 triệu,"Đường Cộng Hòa, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",2 triệu/m²,Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,100 m²
"4,40 tỷ",", Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","55,70 triệu/m²",Đông Bắc,Giấy tờ khác,Shophouse,Hoàn thiện cơ bản,79 m²
"11,90 tỷ","Đường Số 147, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","95,20 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,125 m²
899 tỷ,"Lý Tự Trọng, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh","2,23 tỷ/m²",,Đã có sổ,Văn phòng,,403 m²
450 triệu,"Đường Kênh 19 Tháng 5, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","2,25 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,200 m²
"10,80 tỷ","Đường CN11, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","103,85 triệu/m²",Tây Bắc,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,104 m²
"14,60 tỷ","Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh","108,15 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,135 m²
165 tỷ,"Đường Nguyễn Cơ Thạch, Phường An Lợi Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","209,13 triệu/m²",,Đang chờ sổ,Mặt bằng kinh doanh,,789 m²
43 tỷ,"Số 10, Mai Chí Thọ, Phường An Lợi Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","127,60 triệu/m²",,Đang chờ sổ,Shophouse,,337 m²
22 tỷ,"Đường Phan Anh, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","171,88 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,128 m²
120 triệu,"Tđ, Phường 9, Quận 3, Tp Hồ Chí Minh",800.000 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,150 m²
"12,30 tỷ","Đường Đỗ Xuân Hợp, Phường Phước Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","74,10 triệu/m²",Nam,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,166 m²
"9,70 tỷ","33, Trương Công Định, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",97 triệu/m²,,Đang chờ sổ,Shophouse,,100 m²
155 triệu,"SỐ 385, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,63 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,95 m²
"8,45 tỷ",Ta10,"31,53 triệu/m²",Bắc,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,268 m²
170 triệu,"Đường Số 81, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh","4,25 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,40 m²
160 triệu,"Đường Song Hành Quốc Lộ 22, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh","2,46 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,65 m²
60 tỷ,"Lê Văn Sỹ, Phường 10, Quận 3, Tp Hồ Chí Minh","444,44 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,135 m²
21 tỷ,"Đá, Xã Tân Nhựt, Huyện Bình Chánh, Tp Hồ Chí Minh",21 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,1000 m²
31 tỷ,"500, Đường Võ Văn Tần, Phường 5, Quận 3, Tp Hồ Chí Minh","387,50 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,80 m²
"2,49 tỷ","Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","22,64 triệu/m²",,Giấy tờ khác,Shophouse,,110 m²
"15,60 tỷ","Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","50,81 triệu/m²",,Đã có sổ,Shophouse,,307 m²
18 tỷ,"Đường Phan Xích Long, Phường 1, Quận Phú Nhuận, Tp Hồ Chí Minh",360 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,50 m²
"17,50 tỷ","48, Đường Phan Xích Long, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh",350 triệu/m²,,Giấy tờ khác,Mặt bằng kinh doanh,,50 m²
"13,50 tỷ","Đường Man Thiện, Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","119,47 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,113 m²
115 tỷ,"Đường Nguyễn Huy Tưởng, Phường 6, Quận Bình Thạnh, Tp Hồ Chí Minh","506,61 triệu/m²",,Đã có sổ,Văn phòng,,227 m²
"18,50 tỷ","189B, Đường Nguyễn Văn Luông, Phường 11, Quận 6, Tp Hồ Chí Minh","194,74 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,95 m²
47 tỷ,"Đường Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","20,22 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,2325 m²
"16,20 tỷ","Đường Dương Thị Giang - tân thới nhất 17, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","77,14 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,210 m²
"5,50 tỷ","Đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","76,39 triệu/m²",,Đã có sổ,Văn phòng,,72 m²
490 tỷ,"Phạm Hồng Thái, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh","1,63 tỷ/m²",,Đã có sổ,Văn phòng,,300 m²
520 tỷ,"Lý Tự Trọng, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh","2,89 tỷ/m²",,Đã có sổ,Văn phòng,,180 m²
"5,40 tỷ","Đường Quốc lộ 1K, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","53,47 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,101 m²
"2,75 tỷ","Hà Chương, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh","83,33 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,33 m²
280 triệu,"Đường Tô Hiệu, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","3,59 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,78 m²
149 tỷ,"Đường Nguyễn Văn Trỗi, Phường 15, Quận Phú Nhuận, Tp Hồ Chí Minh","382,05 triệu/m²",,Đã có sổ,Officetel,Hoàn thiện cơ bản,390 m²
30 tỷ,"42/5A, khu phố 6, Thị trấn Hóc Môn, Huyện Hóc Môn, Tp Hồ Chí Minh","33,33 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,900 m²
21 tỷ,"Đường Chu Văn An, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",200 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,105 m²
420 tỷ,"Đường Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh","1,40 tỷ/m²",,Đã có sổ,Văn phòng,Nội thất đầy đủ,300 m²
21 tỷ,"Đường Hoa Lan, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh","328,13 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,64 m²
"18,60 tỷ","Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Tp Hồ Chí Minh","232,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,80 m²
"7,45 tỷ",Hiệp Thành 7,"37,25 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,200 m²
"7,60 tỷ","Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","73,79 triệu/m²",Đông,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,103 m²
"9,30 tỷ","Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","114,81 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,81 m²
14 tỷ,"Đường Bành Văn Trân, Phường 7, Quận Tân Bình, Tp Hồ Chí Minh","98,59 triệu/m²",,Đang chờ sổ,Mặt bằng kinh doanh,,142 m²
"6,50 tỷ","Đường Thương Mại, Xã Trung Chánh, Huyện Hóc Môn, Tp Hồ Chí Minh","61,32 triệu/m²",Đông Bắc,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,106 m²
11 tỷ,"Đường Bình Thành, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","31,43 triệu/m²",Tây,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,350 m²
"8,50 tỷ","Đường Số 179, Phường Tân Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","62,96 triệu/m²",Tây Bắc,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,135 m²
"10,50 tỷ","Đường Số 494, Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","101,55 triệu/m²",Tây Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,103.4 m²
20 tỷ,"Đường Lê Thị Riêng, Phường Thới An, Quận 12, Tp Hồ Chí Minh","40,98 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,488 m²
5 tỷ,"Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","33,11 triệu/m²",Nam,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,151 m²
"5,20 tỷ","Đường Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","34,21 triệu/m²",,Đã có sổ,Shophouse,Hoàn thiện cơ bản,152 m²
15 tỷ,"43, Đường Nguyễn Thị Lắng, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh","7,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,2000 m²
230 triệu,"Đường Vũ Tùng, Phường 2, Quận Bình Thạnh, Tp Hồ Chí Minh","2,30 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,100 m²
"6,40 tỷ","533, Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh","206,45 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,31 m²
12 tỷ,"Nguyễn Thị Kiểu, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","75,09 triệu/m²",Đông Bắc,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,159.8 m²
250 triệu,"0867311887 , Đường Võ Oanh, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh","2,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,100 m²
"4,90 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",98 triệu/m²,,Đang chờ sổ,Shophouse,,50 m²
160 triệu,"Đường Hồ Văn Huê, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","2,29 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,70 m²
"3,15 tỷ","Đường Đỗ Văn Dậy, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh","27,16 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,116 m²
25 tỷ,"Đường Mã Lò, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","83,33 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,300 m²
"5,35 tỷ","D1, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","96,40 triệu/m²",,Giấy tờ khác,Shophouse,Hoàn thiện cơ bản,55.5 m²
"9,30 tỷ","Đường Phú Thuận, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","28,18 triệu/m²",,Đã có sổ,Shophouse,,330 m²
22 tỷ,"Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Tp Hồ Chí Minh",220 triệu/m²,,Đang chờ sổ,Mặt bằng kinh doanh,,100 m²
"17,50 triệu","Đường Nguyễn Văn Săng, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",583.333 đ/m²,Đông,Đã có sổ,Mặt bằng kinh doanh,,30 m²
"12,50 tỷ","Đường D2, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","156,25 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,80 m²
"2,35 tỷ","Đường Hiệp Thành 43, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","156,67 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,15 m²
9 tỷ,"Đường Tân Lập 2, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","99,67 triệu/m²",Tây Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,90.3 m²
30 tỷ,"Đường C18, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh","267,86 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,112 m²
"23,80 tỷ","Đường Huỳnh Văn Bánh, Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh","226,67 triệu/m²",,Đã có sổ,Văn phòng,,105 m²
"3,20 tỷ","Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","21,33 triệu/m²",,Đã có sổ,Shophouse,,150 m²
34 tỷ,"Đường Nguyễn Văn Tăng, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","149,78 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,227 m²
33 tỷ,"Đường Trần Quý Khoách, Phường Tân Định, Quận 1, Tp Hồ Chí Minh","540,98 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,61 m²
36 tỷ,"Đường Tô Ngọc Vân, Phường Tam Phú (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","75,47 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,477 m²
9 tỷ,"Võ Chí Công, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","66,47 triệu/m²",Bắc,Đã có sổ,Shophouse,Bàn giao thô,135.4 m²
129 tỷ,"Đường Hai Bà Trưng, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh","586,36 triệu/m²",,Đã có sổ,Văn phòng,Hoàn thiện cơ bản,220 m²
18 tỷ,"Đường Kha Vạn Cân, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","116,88 triệu/m²",Tây Bắc,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,154 m²
160 triệu,"Đường Phạm Văn Hai, Phường 3, Quận Tân Bình, Tp Hồ Chí Minh","2,91 triệu/m²",Tây Bắc,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,55 m²
180 triệu,"Xxxx, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",900.000 đ/m²,,Giấy tờ khác,Mặt bằng kinh doanh,,200 m²
190 triệu,"Xxx, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","2,11 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,90 m²
"1,10 tỷ","Xxxx, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","2,75 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,400 m²
400 triệu,"Xxx, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",2 triệu/m²,,Giấy tờ khác,Mặt bằng kinh doanh,,200 m²
18 tỷ,"Đường Kha Vạn Cân, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","116,13 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,155 m²
25 triệu,"Gần Chung Cư Gia Phú, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",125.000 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,200 m²
280 triệu,"Ngay Thạch Lam, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","3,59 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,78 m²
95 tỷ,"Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh","959,60 triệu/m²",,Đã có sổ,Văn phòng,,99 m²
12 tỷ,"Đường Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",400 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,30 m²
16 tỷ,"Dương thị thiệt, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","32,13 triệu/m²",Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,498 m²
"6,50 tỷ","75/44/26, Đường Nguyễn Thị Nhuần, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh","25,82 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,251.7 m²
"20,50 tỷ","Đường Nguyễn Thị Đặng, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",82 triệu/m²,Tây Bắc,Đã có sổ,Mặt bằng kinh doanh,,250 m²
900 triệu,"Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","2,25 triệu/m²",Tây,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,400 m²
250 triệu,"Tam Bình, Phường Tam Phú (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",769.230 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,325 m²
