title,price,address,price_m2,direction,property_legal_document,commercial_type,furnishing_sell,size
Shophouse 65m2 Bình Tân rẻ nhất SG - sở hữu chỉ từ 450tr - sẵn HĐ thuê - 118987446,"1,335 tỷ","Đường Quốc lộ 1A, Phường Tân Tạo, Quận Bình Tân, Thành phố Hồ Chí Minh, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","20,54 triệu/m²",,Đang chờ sổ,Shophouse,Hoàn thiện cơ bản,65 m²
CĂN GÓC MẶT TIỀN BÀU CÁT - 4.2M NGANG - 5 TẦNG - CHỈ 11 TỶ NHỈNH - 118180631,11 tỷ,"Đường Bàu Cát, Phường 11, Quận Tân Bình, Tp Hồ Chí Minh","261,90 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,42 m²
Kẹt Tiền Cần Bán Shophouse St. Moritz P.V.Đồng Thủ Đức Thích Hợp KDVP - 118431053,"7,9 tỷ","Phạm Văn Đồng, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh","39,11 triệu/m²",Đông,Đang chờ sổ,Shophouse,Hoàn thiện cơ bản,202 m²
bán lại quán cho khách cần chỉ 130tr mb 10tr/t háng - 118467279,130 triệu,"trương phước phan, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",812.500 đ/m²,Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,160 m²
"GIẢM 2TỶ NHÀ MT NGAY LÊ VĂN VIỆT - 190M2 (7,5x24) - THU NHẬP 70TR/TH - 119211589","1,25 tỷ","Đường Lê Văn Việt, Phường Tăng Nhơn Phú A, Quận 9, Tp Hồ Chí Minh","6,58 triệu/m²",Tây Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,190 m²
nhà xưởng đường Xuân thới Sơn 15 - 117103006,"4,8 tỷ","Xuân Thới Sơn 15, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","19,20 triệu/m²",Đông,Đã có sổ,Mặt bằng kinh doanh,,250 m²
Nhà mặt tiền 3 lầu Q12 giá dưới 6 tỷ - 119210184,"5,6 tỷ","Đường Thới An 22, Phường Thới An, Quận 12, Tp Hồ Chí Minh","93,33 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,60 m²
Chính chủ sang nhượng căn Shophouse 106m2 mua đợt đầu giá tốt - 119210061,9 tỷ,"Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","78,26 triệu/m²",Bắc,Đã có sổ,Shophouse,,115 m²
Sang quán cafe căn góc 3 mặt tiền phường Bình Hưng Hòa Bình Tân - 118431142,250 triệu,"Xxxx, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","1,25 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,200 m²
MẶT TIỀN KINH DOANH 6 TẦNG THANG MÁY - 119203304,"12,9 tỷ","Đường Lê Liễu, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh","119,44 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,108 m²
Nhà mặt tiền thới tam thôn giáp quận 12 - 119203297,"5,5 tỷ","Đường Thới Tam Thôn 17, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh","46,77 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,117.6 m²
nhà mặt tiền TX21 có nhà 2 lầu tiện kinh doanh hoặc làm VP Cty - 118655255,"7,9 tỷ","Đường Thạnh Xuân 21, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","98,75 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,80 m²
SANG QUÁN BAR HẺM 15B LÊ THÁNH TÔN - 119170815,900 triệu,"Hẻm 15B Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",15 triệu/m²,,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,60 m²
"Siêu tốt Chỉ 7Tỷ hơn Nhà Mặt Tiền đường 22 PL.B - 4,6x14,6 full ODT - 119196364","7,45 tỷ","Đường số 22, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh","111,19 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,67 m²
"Bán nhanh mặt tiền Thanh Niên, Phạm Văn Hai Bình Chánh - 119196338","6,1 tỷ","Đường Thanh Niên, Xã Phạm Văn Hai, Huyện Bình Chánh, Tp Hồ Chí Minh","10,57 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,577 m²
"sang quan bida 10 bàn tai BHH,Bình Tân - 119195159",280 triệu,"GẦN Phạm Đăng Giảng , Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","1,27 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,220 m²
"sang quán bida 10 bàn tai Truong tho , thu duc - 119194617",500 triệu,"Đường Nguyễn Văn Bá, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh","1,67 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,300 m²
sang clb bida va caphe - 119194362,"1,4 tỷ","Đường Phan Huy Ich, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","1,08 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,1300 m²
sang quán bida kinh duong vuong bình tan - 118772066,230 triệu,"Đường Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","1,24 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,185 m²
sang clb 13 bàn tai hoc mon - 118413788,800 triệu,"Đường Trần Văn Mười, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh",2 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,400 m²
"sang quan bida 9 ban bida tai hoc mon, tp. hcm - 119194018",290 triệu,"Gần Song Hành , Xã Tân Xuân, Huyện Hóc Môn, Tp Hồ Chí Minh","1,04 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,280 m²
sang  quán bida tai Tân Chánh hiệp quận 12 - 119193820,400 triệu,"GẦN Huỳnh Thi Hai, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","1,60 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,250 m²
sang clb bida 13 bàn tai bình Tân - 119193590,"1,05 tỷ","GẦN Tân Hòa Đông , Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","3,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,300 m²
sang clb bida 12 ban tai go vap - 119193447,"1,2 tỷ","Gần Phan Huy Ích , Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",4 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,300 m²
sang phong tro va bida - 119193236,850 triệu,"Gần Đường Man Thiện , Phường Hiệp Phú, Quận 9, Tp Hồ Chí Minh",850.000 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,1000 m²
sang quan bida 7 ban - 119193100,500 triệu,"Gần Tân Kỳ Tân Quý , Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","2,27 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,220 m²
sang hoac cho thuê quán bida thanh Lộc - 119192823,450 triệu,"Đường Thạnh Lộc 19, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","2,25 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,200 m²
sang qlb bida va quan net - 119192382,"2,7 tỷ","Gần Lê Văn Tho, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh","3,86 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,700 m²
SANG 28 BÀN XỊN MT ĐẸP SÒ TẠI GÒ VẤP - 119192094,"1,5 tỷ","Gần Lê Đức Thọ , Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh","2,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,600 m²
Buillding Góc 2MT Nguyễn Trãi Q.1 Giá 450 Tỷ DT-387m2 KC 2 Hầm 10 Lầu - 116690772,450 tỷ,"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh","1,16 tỷ/m²",,Đã có sổ,Văn phòng,,387 m²
Bán Tòa Nhà VP MT Đường Pasteur P.VTS.Q3 .19x39 =720m2 Giá 535 Tỷ TL - 107225323,535 tỷ,pasteur,"743,06 triệu/m²",,,Văn phòng,,720 m²
Tòa Nhà VP MT Nguyễn Bỉnh Khiêm P.Dakao.Q.1 Giá 350 Tỷ -DT365m2 - 116643567,350 tỷ,"Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","958,90 triệu/m²",,Đã có sổ,Văn phòng,,365 m²
Bán Tòa Nhà 2H 11 lầu Góc 2 MT Phan Đăng Lưu P6 Q.Bình Thạnh Giá 500Ty - 113060783,500 tỷ,Đường Phan Đăng Lưu,"927,64 triệu/m²",,Đã có sổ,Văn phòng,,539 m²
Bán Gấp Nhà 3MT 226m2 Ngay Trần Quang Khải .P Tân Định Q.1 Giá 93 Tỷ - 111142868,93 tỷ,Trần Khắc Chân,"411,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,226 m²
Toà Nhà CHDV Hồ Bơi Cao Cấp MT Trương Định P.7 Q.3 DT 990m2 Giá 680 Tỷ - 115063634,680 tỷ,Đường Trương Định,"686,87 triệu/m²",,Đã có sổ,Shophouse,,990 m²
BÁN KS ĐẲNG CẤP 5 SAO MT VÕ VĂN TẦN-P.VÕ THỊ SÁU.Q3 CN 400M2 GIÁ 369TY - 107676933,369 tỷ,Võ Văn Tần,"922,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,400 m²
Toà Nhà VP 7 Tầng MT BA Vì P4 Q. Tân Bình DT 121m2 Giá 34 Tỷ HDT 100tr - 115063757,34 tỷ,Đường Ba Vì,"280,99 triệu/m²",,Đã có sổ,Văn phòng,,121 m²
Bán tòa nhà mặt tiền đường Võ Văn Kiệt an Lạc Bình Tân - 116219417,75 tỷ,"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","279,66 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,,268.18 m²
"Sang quán Cafe tâm quyết,bình trị đông B,quận bình tân . - 117614834",290 triệu,"Đường số 5, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",690.476 đ/m²,Tây,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,420 m²
Sang quán góc 2 mt gần khu k300 phường 12 Tân bình - 119185510,200 triệu,"Đường C18, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh","2,67 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,75 m²
"Sang quán cafe Tân Phú 2 mặt tiền rộng , thoáng . - 119185389",170 triệu,"Đường Thạch Lam, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","3,15 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,54 m²
Cần sang nhượng nhanh quán Café đang kinh doanh tốt tại TP Thủ Đức - 119185310,220 triệu,"Đường Kha Vạn Cân, Phường Linh Đông, Quận Thủ Đức, Tp Hồ Chí Minh","1,47 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,150 m²
"Sang quán cf ngay góc ngã tư đường , phường linh trung , Quận thủ đức - 119185254",220 triệu,"Đường Lê Văn Chí, Phường Linh Trung, Quận Thủ Đức, Tp Hồ Chí Minh","1,10 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,200 m²
"Sang quán cafe căn góc 2 Mặt tiền đường , Tân Tạo , Bình Tân - 119185222",120 triệu,"Đường số 57, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",2 triệu/m²,,Giấy tờ khác,Mặt bằng kinh doanh,,60 m²
Sang quán trà sữa căn góc quận 8 - 118609683,120 triệu,"1011, Đường Phạm Thế Hiển, Phường 5, Quận 8, Tp Hồ Chí Minh","1,50 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,80 m²
"Sang quán cafe góc 2 mặt tiền , Phú Thạnh , Tân Phú - 119184945",130 triệu,"Đường Ỷ Lan, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","2,60 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,50 m²
cần sang nhượng quán buffet lẩu nướng ở Mặt tiền đường lớn Gò vấp - 118790349,550 triệu,"Đường Quang Trung, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh","1,83 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,300 m²
"Sang quán cafe đã nhượng quyền Mặt tiền đướng lớn , Quận Bình Thạnh - 118694251",140 triệu,"Đường Phan Châu Trinh, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh",4 triệu/m²,,Giấy tờ khác,Mặt bằng kinh doanh,,35 m²
SANG QUÁN CAFE MÁY LẠNH PHONG CÁCH NHẬT BẢN - Q. BÌNH THẠNH - 119184596,450 triệu,"Đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","2,25 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,200 m²
"sang quán cafe máy lạnh góc 2 mặt tiền đường vị trí dắc địa , Quận 9 - 119184485",550 triệu,"Đường Lê Văn Việt, Phường Tăng Nhơn Phú A, Quận 9, Tp Hồ Chí Minh","8,59 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,64 m²
"Sang quán cafe góc 2 mặt tiền đường lớn đẹp , Phường 4 , Quận 8 - 119184336",420 triệu,"Đường Trần Thị Ngôi, Phường 4, Quận 8, Tp Hồ Chí Minh","3,41 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,123 m²
"Sang quán cafe căn góc 2 Mặt tiền chung cư , Quận Tân Phú - 118695210",250 triệu,"Đường Tân Quý, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh","2,08 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,120 m²
"Sang quán Elite Coffee 7 Thăng Long, P.4, Tân Bình - 119181984",75 triệu,"7, Đường Thăng Long, Phường 4, Quận Tân Bình, Tp Hồ Chí Minh",892.857 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,84 m²
Cần bán shophouse tại Cao ốc An Cư - 119180606,"5,2 tỷ","8, Đường Thái Thuận, Phường An Phú, Quận 2, Tp Hồ Chí Minh","39,25 triệu/m²",,Đã có sổ,Shophouse,Hoàn thiện cơ bản,132.5 m²
"CẦN BÁN MẶT BẰNG KINH DOANH, VĂN PHÒNG, CỬA HÀNG TẠI CAO ỐC AN CƯ - 119180533","5,2 tỷ","Đường Thái Thuận, Phường An Phú, Quận 2, Tp Hồ Chí Minh","39,25 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,132.5 m²
Bán gấp nhà kho dt: 400m nằm khu biệt thư phường thạnh xuân quận 12 - 119178440,27 tỷ,"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","67,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,400 m²
BÁN XƯỞNG 14.000M2 KCN HÓC MÔN GIÁ RẺ NHẤT THI TRƯỜNG - 119172482,55 tỷ,"Đường Duong So 7, Xã Tân Xuân, Huyện Hóc Môn, Tp Hồ Chí Minh","3,93 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,14000 m²
bán đất trong khu công nghiêp hiêp phước TPHCM - 118592353,128 tỷ,"Đường số 1, Xã Hiệp Phước, Huyện Nhà Bè, Tp Hồ Chí Minh","2,56 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,50000 m²
Cần bán căn Shop House ngay Góc đang cho thuê - 117907705,"7,9 tỷ","Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","50,64 triệu/m²",,Giấy tờ khác,Shophouse,,156 m²
𝐌ặ𝐭 𝐁ằ𝐧𝐠 𝐊𝐃 𝐍𝐠𝐮𝐲ễ𝐧 𝐓𝐡ị 𝐓𝐡ậ𝐩 𝐋ô 𝐆ó𝐜 𝟕𝐱𝟏𝟗 𝟑𝐓Ầ𝐍𝐆 𝟑𝟓𝐓ỷ - 117921817,35 tỷ,"Đường số 79, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh","259,26 triệu/m²",Bắc,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,135 m²
"15 Tỷ Bán nhà 2MT Kinh Doanh Trần Khắc Chân, P. Tân Định, Quận 1 - 119159824","15,5 tỷ","Đường Trần Khắc Chân, Phường Tân Định, Quận 1, Tp Hồ Chí Minh","442,86 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,35 m²
"Hàng thơm! Xưởng 1000 m2 mặt tiền kênh, Thích Thiện Hoà, Lê Minh Xuân - 117573573","14,5 tỷ","Đường Thích Thiện Hoà, Xã Lê Minh Xuân, Huyện Bình Chánh, Tp Hồ Chí Minh","15,17 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,956 m²
"MẶT TIỀN HUỲNH TẤN PHÁT, 5,1x30,6, 6 Tầng, Dòng Tiền 110/Tháng, Hot - 118786336","37,2 tỷ","Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","205,52 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,181 m²
Villa sân vườn mặt tiền đường 10m đàng kinh doanh cafe - 115696317,"28,4 tỷ","8, Liên Khu 2-5, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","66,67 triệu/m²",Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,426 m²
SANG QUÁN CAFE GÒ VẤP - 119152953,160 triệu,"Lê Đức Thọ, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh","1,60 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,100 m²
SANG CLB BIDA BÌNH TÂN - 119152583,700 triệu,"Đường Tân Kỳ Tân Quý, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","2,80 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,250 m²
SANG QUÁN CAFE NGAY CHỢ - 119152467,220 triệu,"Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","3,14 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,70 m²
Sang nhương mặt bằng kinh doanh 2 mặt tiền Bình thạnh - 118025393,200 triệu,"19, Đường D5, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",2 triệu/m²,Nam,Giấy tờ khác,Mặt bằng kinh doanh,,100 m²
"Nhà 1,5 tầng Mặt tiền Đường TTN6, p TTN, Q12, dt 148,2m2 (5,3mx28m) 7m - 118616020","6,5 tỷ","Đường Tân Thới Nhất 6, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","43,86 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,148.2 m²
✅ Bán - 117922340,143 tỷ,"Đường Linh Trung, Phường Linh Trung, Quận Thủ Đức, Tp Hồ Chí Minh","7,94 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,18000 m²
Bán nhà xưởng diện tích 8x25 gần chợ Gấu Đông Thạnh - 115234911,"6,5 tỷ","Đường Đông Thạnh 7-1, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh","35,14 triệu/m²",,Đã có sổ,Văn phòng,,185 m²
SANG QUÁN CAFE VIP - 119144037,"1,6 tỷ","Hoà Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","1,60 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,1000 m²
sang quán cf lô góc 2 mt 10 x 20 ngay bình hưng hoà b bình tân - 119139672,250 triệu,"đường kênh 19/5 , Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","1,25 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,200 m²
CẦN BÁN NHÀ XƯỞNG VĂN PHÒNG 540m2 - 119139200,28 tỷ,"Đường Tỉnh lộ 10, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","51,85 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,540 m²
🎉Ngân Hàng THANH LÝ GẤP Shophouse CC Bàu Cát 2 Tân Bình tphcm đã có sổ - 118122066,"7,5 tỷ",", Đường Hồng Lạc, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh","70,75 triệu/m²",Đông,Đã có sổ,Shophouse,,106 m²
"Chỉ 9.7 tỷ Bán Gấp Shophouse The Harmona, Trương Công Định Tân Bình. - 118749462","9,7 tỷ",Trương Công Định,97 triệu/m²,,Đang chờ sổ,Shophouse,Hoàn thiện cơ bản,100 m²
"BDS HVL Bán kho 300m² 1/ Nguyễn Thị Định, Bình Trưng Tây, Quận 2 - 119138441","26,9 tỷ","Đường Nguyễn Thị Định, Phường Bình Trưng Tây, Quận 2, Tp Hồ Chí Minh","89,67 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,300 m²
bán kho ..470m..xuân Thới sơn Hóc Môn..đường xe tải thông.. - 118192967,"7,9 tỷ","Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","16,81 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,470 m²
Bán xưởng 10 x 45 đường Võ Văn Vân sổ hồng riêng 11 tỷ TL - 118347338,11 tỷ,"Đường Võ Văn Vân, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh","24,44 triệu/m²",Tây,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,450 m²
BDS HVL BÁN SHOPHOUSE THE ART GIA HÒA 52 M2 8x8m giá 3.9 tỉ tl - 119133966,"3,9 tỷ","523A, Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh","60,94 triệu/m²",,Đã có sổ,Shophouse,,64 m²
BÁN TOÀ NHÀ 2 MẶT TIỀN ĐƯỜNG HỒ BÁ PHẤN PHƯỜNG PHƯỚC LONG A THÀNH PHỐ - 118696826,35 tỷ,"Đường Hồ Bá Phấn, Phường Phước Long A, Quận 9, Tp Hồ Chí Minh",175 triệu/m²,,Đã có sổ,Văn phòng,Hoàn thiện cơ bản,200 m²
"Nhà Xưởng 550m2 Mặt Tiền Đông Thạnh 3, DT 11m x 50m - Full Thổ Cư - 118730226","16,9 tỷ","Đường Đông Thạnh 3, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh","30,73 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,550 m²
bán nhà hàng mặt tiền đường hà huy giáp - 119130345,110 tỷ,"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","25,79 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,4265 m²
"NHÀ THÁI VĂN LUNG Q1, KHU PHỐ NHẬT, CHO THUÊ 95TR/ THÁNG, GIÁ 23.8 TỶ - 119128266","23,8 tỷ","Đường Thái Văn Lung, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","495,83 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,48 m²
NỢ DÍ BÁN GẤP - 118500334,"9,88 triệu","Đường Bình Thành, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",107.391 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,92 m²
"NHÀ 6 TẦNG TMDV - TRẦN ĐÌNH XU- Q1,HĐ THUÊ 105 TR/ THÁNG,GIÁ 34.5 TỶ - 119123916","34,5 tỷ","Đường Trần Ðình Xu, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh","401,16 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,86 m²
BÁN NHÀ NGAY PHỐ NGUYỄN HUỆ  - DÒNG TIỀN THUÊ 7000$ GIÁ 47 TỶ - 119123832,47 tỷ,"Đường Nguyễn Huệ, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","661,97 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,71 m²
Bán Nhà Hàng Karaoke Q9 - 119120219,25 tỷ,"Đường Đỗ Xuân Hợp, Phường Phước Bình, Quận 9, Tp Hồ Chí Minh","148,81 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,168 m²
"Chính chủ bán shophouse Green Town 68m2 đang kinh doanh, giá 3.68 tỷ - 115779218","3,68 tỷ","Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","54,12 triệu/m²",,Giấy tờ khác,Shophouse,,68 m²
"MẶT TIỀN KINH DOANH TÂN PHÚ CHỈ 5,58 TỶ - 118717658","5,58 triệu","Đường Lê Thiệt, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",139.500 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,40 m²
BÁN NHÀ MẶT TIỀN CHỢ TÂN BÌNH Chỉ Nhỉnh 3 tỷ - 2 TẦNG - 119116830,"3,1 tỷ","Đường Năm Châu, Phường 11, Quận Tân Bình, Tp Hồ Chí Minh","143,52 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,21.6 m²
xưởng dương công khi - 119113324,36 tỷ,"Đường Dương Công Khi, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh",24 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,1500 m²
Sang tiệm bida 2 tầng đề thám quận 1 - 118475577,"2,5 tỷ","Đường Ðề Thám, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh","7,14 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,350 m²
BÁN KHO XƯỞNG - MẶT TIỀN NGÔ QUANG THẮM - XÃ NHƠN ĐỨC - QUY HOẠCH KDC - 113331636,28 tỷ,"Ngô Quang Thắm, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","13,11 triệu/m²",Bắc,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,2136 m²
Bán Đất và Nhà Xưởng Ngay Cầu Rạch Tra  8000m2 - 119101496,"38,4 tỷ","Cầu rạch Tra, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh","4,80 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,8000 m²
"BÁN NHÀ MẶT TIỀN PHAN VĂN TRỊ,45m2, Chỉ Hơn 6 tỷ,Khu Kinh Doanh Vip - 119100006","6,45 tỷ","Đường Phan Văn Trị, Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh","143,33 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,45 m²
"BÁN NHÀ MẶT TIỀN 53m2, 3 tầng,4 TỶ Hơn- Gần Chợ GÒ VẤP, ĐH Công Nghiệp - 119099450","4,75 tỷ","Đường Lý Thường Kiệt, Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh","89,62 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,53 m²
